country,country_code,year,tourism_receipts,tourism_arrivals,tourism_exports,tourism_departures,tourism_expenditures,gdp,inflation,unemployment
Sub-Saharan Africa (excluding high income),SSA,1999,8961427912.59413,19153012.3265307,9.26918547069721,,7.22062903809732,403398906054.615,4.24955255897251,
South Sudan,SSD,1999,,,,,,,,
Sub-Saharan Africa,SSF,1999,9174543919.01689,19286169.6499337,9.46683816924167,,7.20818798685761,404065822504.732,4.35643374510453,
Small states,SST,1999,,32723887.6434749,30.274782596236,,9.30419247084284,74869501279.8253,2.95370836069129,
Sao Tome and Principe,STP,1999,9200000.0,5800.00019073486,56.1820824652209,,6.5076598058815,77302211.9248351,12.7251770130085,
Suriname,SUR,1999,45000000.0,72000.0,,,,886290697.674419,98.7730914112164,13.6
Slovak Republic,SVK,1999,465000000.0,,3.8427897252621,,2.94200591679031,30496272225.1337,10.5704416075225,16.099
Slovenia,SVN,1999,1011000000.0,884000.0,10.1370659661296,,5.33463551264097,22609669083.7179,6.15558754451559,7.33
Sweden,SWE,1999,4943000000.0,2595000.0,4.65211004848052,,9.90111402566222,274320415375.678,0.462175756339173,7.607
Eswatini,SWZ,1999,15000000.0,1253000.0,1.51819657973533,,2.85473643308268,1547888495.98428,6.08886063431493,
Sint Maarten (Dutch part),SXM,1999,,1061000.0,,,,,,
Seychelles,SYC,1999,202000000.0,130000.0,47.7590347192074,32000.0,5.32589995173453,662838614.880674,6.34730538922156,
Syrian Arab Republic,SYR,1999,,2682000.0,,2994000.0,,15873875968.9922,-3.70370370370365,7.6
Turks and Caicos Islands,TCA,1999,238000000.0,,,,,,,
Chad,TCD,1999,15000000.0,46000.0,,,,1534673583.2487,-8.02505962727456,
East Asia & Pacific (IDA & IBRD countries),TEA,1999,,100507096.96412,9.39316451898134,24718026.0342553,6.50071581805144,1576109259752.64,4.29072851723813,3.59907821091278
Europe & Central Asia (IDA & IBRD countries),TEC,1999,,174152912.557907,,115387853.25338,,823772539406.3,19.1926758218895,11.5626627964023
Togo,TGO,1999,10000000.0,70000.0,2.17360395722234,,2.74088304563991,2226577203.91399,-0.0532136248824353,
Thailand,THA,1999,9416000000.0,8651000.0,13.1857866476755,1655000.0,5.09365826269473,126669211778.94,0.284726459223034,2.968
Tajikistan,TJK,1999,,4500.0,,4099.99990463257,,1086612290.27171,,3.0
Turkmenistan,TKM,1999,,,,,,2450564100.18292,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,1999,25857520346.4108,137308046.836191,7.66739366584828,138591069.865953,5.91226371759852,2002860177034.08,3.4867289020098,9.79568108762619
Timor-Leste,TLS,1999,,,,,,225357600.0,,
Middle East & North Africa (IDA & IBRD countries),TMN,1999,16987825615.4748,23536182.1391692,15.6674621477804,,5.68567117766745,444857187154.882,2.66937369053699,
Tonga,TON,1999,,44000.0,,,,199208705.408314,4.46435467675891,
South Asia (IDA & IBRD),TSA,1999,,4559453.46019023,,6639313.5842999,,597995276003.899,4.69170563048438,
Sub-Saharan Africa (IDA & IBRD countries),TSS,1999,9174543919.01689,19286169.6499337,9.46683816924167,,7.20818798685761,404065822504.732,4.35643374510453,
Trinidad and Tobago,TTO,1999,365000000.0,421000.0,10.7394003589608,,3.52639808376859,6808982520.75759,3.43913590881996,13.12
Tunisia,TUN,1999,2118000000.0,4832000.0,24.2441817041397,1480000.0,3.00282582775383,22943202174.9668,2.6901248581158,15.21
Turkiye,TUR,1999,,7487000.0,,4758000.0,,256395932738.435,64.8674876350757,7.687
Tuvalu,TUV,1999,,1100.00002384186,,2200.00004768372,,14800503.2582747,,
Tanzania,TZA,1999,467000000.0,627000.0,38.8583535933208,,18.231971564859,12704334195.8151,7.89043336058877,
Uganda,UGA,1999,,189000.0,,327000.0,,5998563257.94659,5.77736898687895,
Ukraine,UKR,1999,503000000.0,10990000.0,3.13044560617376,,3.22874991226223,31580639553.8298,22.6836718061345,11.864
Upper middle income,UMC,1999,,276411397.596121,8.22878114849441,191743121.316043,6.26437731926868,4001279700314.12,5.18149279747878,5.2996744474608
Uruguay,URY,1999,,2273000.0,,778000.0,,23983945190.6202,5.65868803927908,10.466
United States,USA,1999,109188000000.0,75796000.0,11.1813263616451,84540000.0,6.26940423618921,9631172000000.0,2.18802719697358,4.219
Uzbekistan,UZB,1999,102000000.0,487000.0,,202000.0,,17078465982.0282,,
St. Vincent and the Grenadines,VCT,1999,,223000.0,,,,390718518.518519,1.01355044438875,
"Venezuela, RB",VEN,1999,643000000.0,702000.0,2.88146986332064,754000.0,7.93769737194241,97972842461.5131,,
British Virgin Islands,VGB,1999,339000000.0,284000.0,,,,,,
Virgin Islands (U.S.),VIR,1999,955000000.0,1964000.0,,,,,,
